POSTO,Data,Dia m3/s,NÍVEL RES. (m),VOLUME (%VU) ARM. nan,nan ESP. nan,VAZÃO (m3/s) TUR. nan,nan VER. nan,nan OTR. nan,nan DFL. nan,nan TRA. nan,nan AFL. nan,nan INC. nan,nan Usos Con.,nan EVP. nan,nan ART. nan
239,2020-07-26,249,403.75,49.49,-,198,0,0,198,0,224,57,72.07,2.15,224
240,2020-07-26,303,382.08,53.59,100,261,0,0,261,0,284,53,77.14,10.13,278
242,2020-07-26,325,357.67,82.63,-,272,0,0,272,0,272,21,83.14,4.38,299
243,2020-07-26,338,326.71,72.33,100,262,0,0,262,138,484,10,89.91,16.15,313
245,2020-07-26,2855,279.66,87.71,-,4186,0,0,4198,0,3898,250,337.79,6.84,2830
154,2020-07-26,89,344.03,2.95,-,75,9,0,84,0,88,89,0.0,0.34,0
246,2020-07-26,3419,257.11,43.85,-,5076,0,0,5080,0,4842,439,358.25,25.28,3394
47,2020-07-26,65,563.2,38.21,91.6,122,0,0,122,0,45,65,10.1,6.43,0
48,2020-07-26,68,531.47,84.86,-,132,0,0,133,0,131,2,10.34,0.2,0
49,2020-07-26,110,468.75,36.51,91.92,154,0,0,154,0,154,41,13.31,6.11,0
249,2020-07-26,113,398.07,114.43,-,141,0,0,143,0,141,2,13.35,0.06,0
50,2020-07-26,165,384.16,80.91,-,198,0,0,198,0,194,51,17.2,0.16,0
51,2020-07-26,169,366.03,103.12,-,200,0,0,200,0,205,4,17.5,0.35,0
52,2020-07-26,178,350.93,92.67,-,212,0,0,212,0,215,8,17.88,0.42,0
57,2020-07-26,72,630.06,41.9,-,112,0,0,132,0,63,72,1.82,2.4,0
61,2020-07-26,335,326.86,38.11,100,341,0,0,341,0,429,78,27.87,7.08,0
62,2020-07-26,373,283.74,86.1,-,370,0,0,370,0,345,36,28.9,1.12,0
63,2020-07-26,460,257.85,92.03,-,439,0,0,439,0,479,84,31.96,2.87,0
266,2020-07-26,5144,218.01,83.5,-,6118,0,0,6118,0,6545,1122,406.36,11.66,5119
74,2020-07-26,199,725.1,49.53,-,69,0,0,69,0,182,199,6.26,1.22,0
76,2020-07-26,286,603.96,38.31,-,216,0,0,216,-74,242,82,6.33,1.13,344
71,2020-07-26,48,803.22,86.98,-,62,0,0,68,0,46,48,0.4,0.16,0
72,2020-07-26,52,705.33,66.67,-,61,0,0,68,0,70,4,0.4,0.02,0
73,2020-07-26,68,605.06,36.92,-,0,0,0,11,74,84,16,0.41,0.01,10
77,2020-07-26,409,492.33,38.9,100,388,0,0,388,0,332,49,7.01,2.34,0
78,2020-07-26,434,396.45,92.41,-,208,4,0,212,0,378,20,7.14,0.74,0
222,2020-07-26,562,323.99,49.18,-,398,0,0,398,0,319,123,8.16,1.79,0
81,2020-07-26,609,258.46,44.94,-,501,0,0,501,0,421,45,0.0,0.0,0
215,2020-07-26,184,642.69,82.89,-,254,5,0,259,0,181,184,0.34,3.0,0
89,2020-07-26,174,703.96,56.68,-,82,0,0,95,0,173,174,0.82,0.83,0
216,2020-07-26,208,657.27,45.39,-,93,0,0,93,0,117,35,0.9,1.09,0
217,2020-07-26,556,478.32,87.63,-,330,0,0,330,0,514,146,1.48,1.32,0
92,2020-07-26,800,368.17,68.05,-,1225,0,0,1225,0,561,201,3.01,5.48,0
93,2020-07-26,81,595.23,72.52,-,66,0,0,66,0,96,81,0.33,3.83,0
220,2020-07-26,141,327.6,54.33,-,123,0,0,123,0,106,58,0.4,0.21,0
94,2020-07-26,1150,264.42,41.65,-,1478,76,0,1554,0,1445,112,4.22,2.89,0
286,2020-07-26,53,547.28,63.62,-,46,0,0,47,0,53,53,0.08,0.08,0
102,2020-07-26,409,154.53,86.0,-,271,159,0,430,0,412,409,0.56,0.53,0
103,2020-07-26,420,128.29,95.46,-,293,155,0,448,0,439,15,0.58,0.63,0
110,2020-07-26,40,489.8,109.26,-,0,51,0,66,0,39,40,0.02,1.0,0
111,2020-07-26,415,324.24,82.44,88.95,418,0,0,418,0,395,337,0.34,8.26,0
112,2020-07-26,416,278.79,78.8,-,216,166,0,382,0,381,1,0.35,0.1,0
113,2020-07-26,445,182.0,83.05,-,266,0,0,266,0,489,32,0.42,0.69,0
114,2020-07-26,480,94.66,104.84,-,341,39,0,380,0,278,35,0.47,0.76,0
98,2020-07-26,156,239.45,45.0,-,159,12,0,190,0,155,156,0.26,0.16,0
97,2020-07-26,280,147.08,7.53,-,274,20,0,294,0,294,116,1.04,0.02,0
284,2020-07-26,300,103.13,13.0,-,294,0,0,322,0,317,15,1.47,0.07,0
115,2020-07-26,6,834.62,36.29,-,3,0,0,3,0,5,6,0.06,0.13,0
101,2020-07-26,29,318.99,99.0,-,21,0,0,29,0,29,29,0.22,0.0,0
278,2020-07-26,45,283.3,55.18,-,121,0,0,121,0,34,45,0.29,10.26,0
259,2020-07-26,43,411.71,56.06,-,42,0,0,43,0,42,43,0.55,0.04,0
281,2020-07-26,62,395.35,74.45,-,52,11,0,63,0,61,62,1.02,0.34,0
295,2020-07-26,64,354.96,91.11,-,65,0,0,66,0,65,64,0.09,0.04,0
121,2020-07-26,37,704.21,42.36,-,96,0,0,96,0,34,37,0.19,3.36,0
122,2020-07-26,40,614.38,43.6,100,115,0,0,115,0,104,3,0.22,0.43,0
120,2020-07-26,9,616.61,59.67,-,46,0,0,46,8,7,9,0.12,1.18,0
123,2020-07-26,79,454.98,38.02,100,174,0,0,174,0,177,34,9.72,0.69,0
125,2020-07-26,92,352.58,76.09,-,0,72,0,72,115,193,12,10.55,0.02,0
197,2020-07-26,18,659.0,58.18,-,17,0,0,18,0,18,18,0.1,0.02,0
198,2020-07-26,37,436.98,66.67,-,34,0,0,36,0,36,19,0.86,0.0,0
129,2020-07-26,197,251.32,82.0,-,93,0,0,93,64,169,60,13.43,0.0,132
126,2020-07-26,64,251.1,92.29,-,63,0,0,63,0,64,0,0.0,0.0,64
130,2020-07-26,235,138.74,43.41,-,187,0,0,187,0,194,38,14.52,0.04,170
201,2020-07-26,5,442.0,11.29,-,0,0,0,0,0,0,5,0.04,0.0,0
202,2020-07-26,2,413.96,92.97,-,0,0,0,13,0,6,2,0.03,0.55,7
203,2020-07-26,8,362.84,59.39,-,0,0,0,0,109,0,2,0.0,0.0,60
315,2020-07-26,60,362.84,59.39,-,0,0,0,0,109,0,2,0.0,0.0,60
316,2020-07-26,60,398.56,84.31,-,0,0,0,154,0,0,0,0.0,0.0,60
303,2020-07-26,7,398.56,0.0,-,37,0,0,37,0,0,0,0.03,0.0,7
131,2020-07-26,60,398.56,0.0,-,130,0,0,130,0,0,0,0.03,0.0,60
306,2020-07-26,67,86.22,92.48,-,129,0,0,129,0,0,0,0.03,0.04,67
262,2020-07-26,36,494.21,72.16,-,21,32,0,53,0,38,36,0.66,0.03,0
183,2020-07-26,38,372.79,119.7,-,34,8,0,42,0,45,3,0.67,0.01,0
134,2020-07-26,42,352.0,54.26,-,23,0,0,23,0,42,42,0.34,0.22,0
263,2020-07-26,46,255.46,75.09,-,45,0,0,45,0,26,2,0.37,0.16,0
149,2020-07-26,78,312.44,0.0,-,0,76,0,76,0,76,78,1.38,0.05,0
141,2020-07-26,228,184.63,24.58,-,220,0,0,220,0,214,58,6.36,0.32,0
148,2020-07-26,317,89.81,53.29,-,266,16,0,282,0,254,91,9.34,0.68,0
144,2020-07-26,363,59.56,4.7,-,370,0,0,370,0,353,46,11.97,0.13,0
196,2020-07-26,19,554.96,99.14,-,17,0,0,19,0,19,19,0.19,0.02,0
283,2020-07-26,36,85.67,92.77,-,27,0,0,27,0,35,36,1.12,0.08,0
255,2020-07-26,18,502.0,72.83,100,48,0,0,48,0,11,18,0.45,5.06,0
188,2020-07-26,38,109.87,95.28,-,162,19,0,181,0,173,18,3.98,1.66,0
254,2020-07-26,25,117.62,144.22,-,94,0,0,94,0,18,25,0.0,0.0,0
155,2020-07-26,41,614.45,21.39,-,40,0,0,40,0,37,41,2.44,0.53,0
156,2020-07-26,212,570.35,86.08,100,606,0,0,606,0,182,171,8.63,19.68,0
158,2020-07-26,32,826.43,77.84,100,48,0,0,48,0,29,32,2.07,1.38,0
168,2020-07-26,610,0.0,0.0,-,0,0,0,0,0,0,0,0.0,0.0,0
169,2020-07-26,876,391.07,80.66,100,1636,0,0,1636,0,760,610,0.0,0.0,0
172,2020-07-26,882,303.66,92.25,100,1107,0,0,1107,0,1540,0,0.0,0.0,0
173,2020-07-26,882,251.33,66.03,-,0,0,0,0,1056,1091,0,0.0,0.0,0
174,2020-07-26,882,229.79,81.63,-,0,0,0,0,0,0,0,0.0,0.0,0
175,2020-07-26,882,251.13,55.98,-,1056,0,0,1056,0,1056,0,0.0,0.0,0
178,2020-07-26,879,137.39,26.83,-,1093,0,0,1093,0,1056,0,0.0,0.0,0
190,2020-07-26,230,303.18,83.73,100,256,0,0,256,0,210,230,5.36,11.93,0
270,2020-07-26,244,440.15,37.25,-,300,0,0,300,0,188,244,24.84,31.32,0
191,2020-07-26,260,332.92,97.17,-,313,0,0,313,0,297,15,24.99,3.59,0
253,2020-07-26,275,286.85,69.35,-,332,0,0,332,0,318,15,25.19,2.27,0
257,2020-07-26,395,262.14,55.03,-,565,0,0,565,0,534,119,30.67,5.74,0
273,2020-07-26,532,211.87,45.49,-,589,0,0,589,0,589,125,33.34,16.4,0
271,2020-07-26,1121,155.64,91.86,-,967,0,0,967,0,1089,556,35.91,13.0,0
275,2020-07-26,2644,73.64,97.25,-,3425,0,0,3425,0,2741,1448,98.53,-9.05,0
204,2020-07-26,1453,58.03,70.96,-,374,1139,0,1513,0,1518,1453,0.0,-0.34,0
280,2020-07-26,1455,41.93,95.19,-,392,1130,0,1522,0,1510,4,0.01,0.0,0
297,2020-07-26,1463,20.05,0.0,-,1528,41,0,1569,0,1491,12,0.0,-0.16,0
296,2020-07-26,30,479.15,89.76,-,26,0,0,29,0,29,30,0.04,0.06,0
285,2020-07-26,7468,83.55,10.34,-,7627,0,0,7627,0,7464,7468,58.58,1.38,0
287,2020-07-26,7722,71.28,98.4,-,7762,0,0,7776,0,7776,114,58.58,2.81,0
269,2020-07-26,495,49.11,56.92,-,320,0,0,320,0,513,495,0.03,-12.36,0
279,2020-07-26,71,85.88,67.62,-,145,0,0,145,0,66,71,0.36,2.71,0
291,2020-07-26,96,213.52,4.35,-,67,29,0,96,0,96,96,0.18,0.0,0
145,2020-07-26,52,266.5,64.12,-,76,0,0,80,0,50,52,0.26,0.89,0
227,2020-07-26,300,295.48,25.3,-,656,0,0,656,0,294,300,0.0,0.0,0
228,2020-07-26,358,271.84,73.33,-,687,0,0,687,0,706,51,0.0,0.0,0
229,2020-07-26,635,220.45,102.09,-,795,0,0,795,0,881,233,21.4,0.88,0
230,2020-07-26,638,161.28,88.65,-,911,0,0,911,0,832,2,0.0,0.0,0
277,2020-07-26,201,32.23,100.0,-,162,56,0,218,0,195,201,0.06,-0.48,0
288,2020-07-26,2330,96.38,0.0,-,1581,0,0,1593,501,2290,2330,7.81,0.0,962
292,2020-07-26,1368,96.36,63.63,-,564,0,0,564,0,0,0,0.0,0.0,1368
290,2020-07-26,1476,30.5,164.97,-,481,991,0,1472,0,1468,1476,0.82,-0.39,0
1,2020-07-25,49,912.52,95.3,100,81,0,0,81,0,57,49,0.45,0.74,0
2,2020-07-25,49,885.53,88.96,-,85,0,0,85,0,84,0,0.0,0.0,0
211,2020-07-25,116,807.95,75.04,-,124,0,0,124,0,136,67,3.05,0.4,0
6,2020-07-25,286,762.37,58.25,100,527,0,0,527,0,265,169,14.43,16.98,0
7,2020-07-25,331,661.78,59.89,100,885,0,0,885,0,494,43,15.7,3.27,0
8,2020-07-25,343,621.07,63.89,-,531,0,0,531,0,870,10,16.07,0.79,0
9,2020-07-25,348,557.27,59.0,-,769,108,0,877,0,606,4,16.43,0.55,0
10,2020-07-25,362,512.09,72.14,-,820,0,0,820,0,934,12,16.89,0.94,0
11,2020-07-25,391,494.2,50.5,-,891,0,0,891,0,936,26,20.16,3.83,0
12,2020-07-25,449,466.4,52.03,-,586,0,0,586,0,875,55,33.92,2.88,0
14,2020-07-25,19,850.32,73.54,100,36,0,0,36,0,9,19,1.85,0.5,0
15,2020-07-25,31,664.46,87.85,-,48,0,0,48,0,54,12,4.68,0.02,0
16,2020-07-25,32,572.2,85.88,-,45,0,0,45,0,44,0,0.0,0.0,0
17,2020-07-25,682,437.78,41.84,95,1072,0,0,1072,0,947,192,112.28,5.77,0
18,2020-07-25,797,377.67,37.31,100,1027,0,0,1027,0,1143,108,125.86,11.27,0
22,2020-07-25,42,796.81,71.48,-,138,0,0,138,0,26,42,5.59,4.64,0
251,2020-07-25,69,747.23,53.04,-,277,0,0,277,0,166,26,7.64,3.4,0
24,2020-07-25,176,639.65,40.22,100,466,0,0,466,0,332,106,23.39,5.6,0
25,2020-07-25,121,799.89,47.6,100,290,0,0,290,0,108,121,4.39,7.25,0
206,2020-07-25,127,695.48,82.08,-,369,0,0,369,0,328,4,7.54,0.97,0
207,2020-07-25,128,623.65,49.46,-,366,0,0,373,0,377,1,8.29,0.53,0
28,2020-07-25,130,564.92,73.33,-,376,0,0,376,0,386,1,10.04,1.01,0
205,2020-07-25,51,840.81,65.96,-,73,0,0,73,0,42,51,4.0,4.53,0
23,2020-07-25,61,768.71,16.03,-,105,0,0,105,0,98,11,4.59,1.55,0
209,2020-07-25,159,591.67,81.12,-,157,0,0,157,0,189,98,12.33,1.17,0
31,2020-07-25,571,511.91,56.53,100,1677,0,0,1677,0,1066,105,61.96,12.0,0
32,2020-07-25,609,430.81,76.16,-,1801,0,0,1801,0,1656,36,65.99,1.5,0
33,2020-07-25,1105,397.19,60.35,100,2512,0,0,2512,0,2253,493,113.95,13.48,0
247,2020-07-25,75,475.86,41.79,-,56,0,0,56,0,78,75,0.83,0.39,0
248,2020-07-25,78,447.3,63.75,-,49,0,0,49,0,55,3,0.86,0.59,0
261,2020-07-25,84,353.92,95.78,-,59,0,0,59,0,55,6,0.92,0.31,0
294,2020-07-25,94,446.42,91.36,-,89,0,0,89,0,96,94,0.62,1.94,0
241,2020-07-25,103,370.4,89.53,-,64,12,0,76,0,91,8,0.67,0.82,0
99,2020-07-25,51,582.05,72.34,-,64,0,0,64,0,49,51,0.14,0.64,0
34,2020-07-25,2277,326.67,71.75,100,3660,0,0,3660,-193,3733,139,247.04,26.27,0
318,2020-07-25,29,727.26,72.97,-,6,0,0,6,0,14,0,0.0,0.0,29
118,2020-07-25,10,743.72,72.37,-,0,0,0,11,0,22,10,7.87,0.77,27
119,2020-07-25,12,0.0,0.0,-,0,0,0,0,0,3,12,0.0,0.0,0
117,2020-07-25,16,733.54,58.55,-,0,0,0,15,0,5,16,10.3,0.18,0
160,2020-07-25,5,768.85,89.69,-,0,0,0,10,0,10,5,3.85,0.01,0
161,2020-07-25,39,711.0,37.19,-,0,75,0,75,0,38,39,0.0,0.0,0
164,2020-07-25,30,711.0,37.15,-,0,75,0,75,0,75,75,0.0,0.01,0
237,2020-07-25,164,450.38,86.89,100,184,0,0,184,0,150,127,53.94,4.93,137
238,2020-07-25,193,427.06,54.95,-,205,0,0,205,0,233,29,64.06,1.13,167
239,2020-07-25,250,403.73,45.49,-,234,0,0,234,0,247,57,72.09,2.16,224
240,2020-07-25,302,382.08,53.59,100,400,0,0,400,0,285,51,77.18,10.18,276
242,2020-07-25,324,357.67,82.63,-,394,0,0,394,0,394,20,83.21,4.4,298
243,2020-07-25,338,326.7,72.12,100,298,0,0,298,193,407,9,90.02,16.21,311
245,2020-07-25,2872,279.76,91.3,-,4206,0,0,4218,0,4218,252,338.82,6.87,2844
154,2020-07-25,87,344.04,3.93,-,75,11,0,86,0,86,87,0.0,0.34,0
246,2020-07-25,3452,257.09,35.86,-,5008,0,0,5012,0,4536,428,359.22,25.69,3425
47,2020-07-25,69,563.22,38.44,91.6,121,0,0,121,0,52,69,10.1,6.48,0
48,2020-07-25,73,531.48,89.9,-,132,0,0,133,0,131,2,10.34,0.2,0
49,2020-07-25,118,468.77,36.73,91.92,154,0,0,154,0,154,43,13.29,6.2,0
249,2020-07-25,120,398.1,120.65,-,141,0,0,143,0,141,2,13.33,0.06,0
50,2020-07-25,171,384.19,82.0,-,198,0,0,198,0,196,50,17.18,0.16,0
51,2020-07-25,175,366.01,101.05,-,205,0,0,205,0,208,4,17.48,0.35,0
52,2020-07-25,184,350.92,91.62,-,219,0,0,219,0,212,8,17.86,0.43,0
57,2020-07-25,74,630.14,42.78,-,139,0,0,159,0,65,74,1.83,2.41,0
61,2020-07-25,340,326.85,38.04,100,349,0,0,349,0,477,73,27.92,7.16,0
62,2020-07-25,376,283.77,87.69,-,371,0,0,371,0,396,37,28.96,1.13,0
63,2020-07-25,466,257.84,91.5,-,440,0,0,440,0,440,86,32.04,2.92,0
266,2020-07-25,5205,217.97,83.25,-,6357,0,0,6357,0,6641,1127,407.38,11.73,5178
74,2020-07-25,209,724.98,49.22,-,438,0,0,438,0,189,209,6.26,1.22,0
76,2020-07-25,293,603.97,38.5,-,386,0,0,386,-80,596,78,6.34,1.15,351
71,2020-07-25,49,803.35,87.9,-,67,0,0,74,0,48,49,0.4,0.16,0
72,2020-07-25,53,705.26,51.75,-,68,0,0,75,0,74,4,0.4,0.02,0
73,2020-07-25,68,605.1,37.4,-,0,0,0,11,80,90,15,0.41,0.01,10
77,2020-07-25,414,492.39,39.13,100,532,0,0,532,0,439,46,7.01,2.38,0
78,2020-07-25,438,396.19,88.86,-,528,0,0,528,0,509,18,7.14,0.75,0
222,2020-07-25,559,324.04,51.69,-,848,0,0,848,0,705,114,8.16,1.82,0
81,2020-07-25,604,258.69,68.09,-,799,0,0,799,0,813,42,0.0,0.0,0
215,2020-07-25,194,642.77,83.2,-,417,0,0,417,0,191,194,0.34,3.01,0
89,2020-07-25,155,703.82,51.04,-,93,0,0,106,0,154,155,0.82,0.82,0
216,2020-07-25,233,657.19,43.8,-,195,0,0,195,0,153,72,0.89,1.1,0
217,2020-07-25,635,478.07,85.78,-,873,0,0,873,0,774,160,1.47,1.34,0
92,2020-07-25,878,368.54,74.37,-,1531,0,0,1531,0,1068,171,3.0,5.51,0
93,2020-07-25,88,595.21,72.34,-,104,0,0,104,0,104,88,0.33,3.85,0
220,2020-07-25,155,327.86,67.79,-,144,0,0,144,0,147,63,0.4,0.21,0
94,2020-07-25,1265,264.54,53.65,-,1769,76,0,1845,0,1836,130,4.21,2.93,0
286,2020-07-25,50,547.2,61.94,-,33,0,0,34,0,49,50,0.08,0.08,0
102,2020-07-25,409,154.6,93.0,-,271,133,0,404,0,422,409,0.56,0.53,0
103,2020-07-25,436,128.33,98.49,-,292,106,0,398,0,405,15,0.58,0.63,0
110,2020-07-25,86,489.83,110.23,-,0,51,0,66,0,85,86,0.02,1.02,0
111,2020-07-25,406,324.25,82.5,88.95,418,0,0,418,0,418,360,0.34,8.3,0
112,2020-07-25,406,278.81,79.17,-,217,167,0,384,0,381,1,0.35,0.1,0
113,2020-07-25,434,180.52,70.87,-,536,99,0,635,0,468,34,0.42,0.69,0
114,2020-07-25,472,95.12,118.92,-,337,312,0,649,0,658,38,0.47,0.77,0
98,2020-07-25,189,240.09,110.45,-,158,12,0,189,0,188,189,0.26,0.16,0
97,2020-07-25,311,147.05,4.79,-,278,20,0,298,0,297,121,1.04,0.02,0
284,2020-07-25,329,103.23,23.0,-,324,0,0,352,0,324,15,1.47,0.08,0
115,2020-07-25,6,834.6,36.21,-,8,0,0,8,0,6,6,0.06,0.13,0
101,2020-07-25,33,318.76,76.0,-,25,0,0,33,0,33,33,0.22,0.0,0
278,2020-07-25,47,283.33,55.52,-,122,0,0,122,0,35,47,0.29,10.04,0
259,2020-07-25,44,411.78,66.67,-,41,0,0,42,0,43,44,0.55,0.04,0
281,2020-07-25,62,395.36,74.82,-,52,11,0,63,0,60,62,1.01,0.34,0
295,2020-07-25,62,354.99,97.78,-,61,0,0,62,0,63,62,0.09,0.04,0
121,2020-07-25,32,704.24,42.51,-,96,0,0,96,0,34,32,0.19,3.37,0
122,2020-07-25,34,614.44,43.92,100,114,0,0,114,0,103,3,0.22,0.43,0
120,2020-07-25,9,616.7,60.18,-,46,0,0,46,8,7,9,0.12,1.18,0
123,2020-07-25,78,454.97,37.97,100,176,0,0,176,0,179,35,9.68,0.68,0
125,2020-07-25,94,352.33,63.22,-,0,72,0,72,127,189,15,10.51,0.02,0
197,2020-07-25,17,659.02,63.64,-,16,0,0,17,0,17,17,0.1,0.02,0
198,2020-07-25,37,436.98,66.67,-,34,0,0,36,0,36,20,0.86,0.0,0
129,2020-07-25,196,251.22,72.0,-,93,0,0,93,69,163,59,13.38,0.0,133
126,2020-07-25,69,251.0,90.36,-,68,0,0,68,0,69,0,0.0,0.0,69
130,2020-07-25,244,138.51,34.67,-,204,0,0,204,0,201,49,14.46,0.04,180
201,2020-07-25,3,442.0,11.29,-,0,0,0,0,0,0,3,0.04,0.0,0
202,2020-07-25,1,413.98,93.1,-,0,0,0,7,0,7,1,0.03,0.55,4
203,2020-07-25,4,362.75,55.06,-,0,0,0,0,134,0,1,0.0,0.0,61
315,2020-07-25,61,362.75,55.06,-,0,0,0,0,134,0,1,0.0,0.0,61
316,2020-07-25,61,398.77,91.8,-,0,0,0,148,0,0,0,0.0,0.0,61
303,2020-07-25,4,398.78,0.0,-,18,0,0,18,0,0,0,0.03,0.0,4
131,2020-07-25,61,398.78,0.0,-,130,0,0,130,0,0,0,0.03,0.0,61
306,2020-07-25,65,86.24,93.01,-,124,0,0,124,0,0,0,0.03,0.04,65
262,2020-07-25,31,495.55,119.78,-,4,20,0,24,0,33,31,0.66,0.03,0
183,2020-07-25,34,372.06,74.24,-,15,0,0,15,0,16,3,0.67,0.01,0
134,2020-07-25,56,351.74,51.57,-,23,0,0,23,0,55,56,0.34,0.22,0
263,2020-07-25,58,255.9,79.98,-,45,0,0,45,0,27,2,0.37,0.17,0
149,2020-07-25,79,312.42,0.0,-,0,77,0,77,0,77,79,1.37,0.05,0
141,2020-07-25,223,184.65,28.45,-,224,0,0,224,0,221,56,6.33,0.32,0
148,2020-07-25,314,89.88,70.43,-,280,16,0,296,0,293,89,9.29,0.69,0
144,2020-07-25,359,60.02,40.59,-,363,0,0,363,0,366,45,11.89,0.13,0
196,2020-07-25,19,554.97,99.43,-,17,0,0,19,0,19,19,0.19,0.02,0
283,2020-07-25,30,85.55,90.16,-,28,0,0,28,0,29,30,1.11,0.09,0
255,2020-07-25,21,502.03,72.93,100,48,0,0,48,0,17,21,0.45,5.05,0
188,2020-07-25,31,109.88,95.65,-,63,29,0,92,0,163,11,3.95,1.67,0
254,2020-07-25,30,117.67,144.96,-,100,0,0,100,0,29,30,0.0,0.0,0
155,2020-07-25,41,614.46,21.87,-,40,0,0,40,0,37,41,2.45,0.52,0
156,2020-07-25,206,570.38,86.26,100,601,0,0,601,0,166,164,8.67,19.86,0
158,2020-07-25,33,826.49,78.32,100,46,0,0,46,0,29,33,2.06,1.38,0
168,2020-07-25,614,0.0,0.0,-,0,0,0,0,0,0,0,0.0,0.0,0
169,2020-07-25,879,391.09,80.91,100,1636,0,0,1636,0,760,614,0.0,0.0,0
172,2020-07-25,877,303.62,91.35,100,1067,0,0,1067,0,1540,0,0.0,0.0,0
173,2020-07-25,877,251.3,64.59,-,0,0,0,0,1094,1059,0,0.0,0.0,0
174,2020-07-25,877,229.84,83.67,-,0,0,0,0,0,0,0,0.0,0.0,0
175,2020-07-25,877,251.13,55.98,-,1094,0,0,1094,0,1025,0,0.0,0.0,0
178,2020-07-25,875,137.45,34.15,-,1109,0,0,1109,0,1094,0,0.0,0.0,0
190,2020-07-25,207,303.19,83.94,100,262,0,0,262,0,169,207,5.34,11.86,0
270,2020-07-25,246,440.16,37.28,-,300,0,0,300,0,200,246,24.83,31.41,0
191,2020-07-25,261,332.92,97.17,-,313,0,0,313,0,313,15,24.98,3.6,0
253,2020-07-25,277,286.86,71.38,-,332,0,0,332,0,318,15,25.18,2.27,0
257,2020-07-25,397,262.15,55.53,-,565,0,0,565,0,441,118,30.63,5.76,0
273,2020-07-25,538,211.87,45.49,-,589,0,0,589,0,659,124,33.3,16.32,0
271,2020-07-25,1163,155.62,91.42,-,971,0,0,971,0,1153,587,35.87,12.83,0
275,2020-07-25,2714,73.66,97.4,-,3599,0,0,3599,0,2572,1500,98.34,-8.8,0
204,2020-07-25,1402,58.02,69.91,-,767,936,0,1703,0,1524,1402,0.0,-0.34,0
280,2020-07-25,1402,41.97,96.11,-,394,1343,0,1737,0,1680,4,0.01,0.0,0
297,2020-07-25,1409,20.47,16.42,-,1603,0,0,1603,0,1661,11,0.0,-0.16,0
296,2020-07-25,30,479.14,87.8,-,26,0,0,29,0,29,30,0.04,0.06,0
285,2020-07-25,7735,83.65,11.27,-,7960,0,0,7960,0,7797,7735,58.58,1.3,0
287,2020-07-25,8160,71.28,98.4,-,7986,0,0,8000,0,8000,118,58.58,2.63,0
269,2020-07-25,541,49.12,57.12,-,320,0,0,320,0,514,541,0.03,-11.62,0
279,2020-07-25,85,85.9,68.0,-,188,0,0,188,0,75,85,0.36,2.46,0
291,2020-07-25,97,213.52,4.35,-,68,29,0,97,0,97,97,0.18,0.0,0
145,2020-07-25,59,266.55,65.24,-,76,0,0,80,0,58,59,0.26,0.86,0
227,2020-07-25,328,295.64,26.95,-,642,0,0,642,0,329,328,0.0,0.0,0
228,2020-07-25,372,271.82,70.0,-,687,0,0,687,0,687,45,0.0,0.0,0
229,2020-07-25,646,220.42,95.82,-,879,0,0,879,0,879,238,21.44,0.86,0
230,2020-07-25,649,161.39,96.45,-,908,0,0,908,0,901,2,0.0,0.0,0
277,2020-07-25,200,32.24,100.42,-,162,56,0,218,0,207,200,0.06,-0.48,0
288,2020-07-25,2376,96.36,0.0,-,1755,0,0,1767,704,2471,2376,7.81,0.0,964
292,2020-07-25,1412,96.4,64.87,-,625,0,0,625,0,0,0,0.0,0.0,1412
290,2020-07-25,1460,30.51,166.27,-,481,1005,0,1486,0,1482,1460,0.82,-0.38,0
1,2020-07-24,49,912.55,95.61,100,65,0,0,65,0,49,49,0.46,0.75,0
2,2020-07-24,49,885.56,89.64,-,74,0,0,74,0,71,0,0.0,0.0,0
211,2020-07-24,116,807.9,49.93,-,129,0,0,129,0,125,67,3.09,0.4,0
6,2020-07-24,288,762.39,58.38,100,855,0,0,855,0,280,171,14.53,17.05,0
7,2020-07-24,343,661.9,60.84,100,917,0,0,917,0,894,51,15.81,3.3,0
8,2020-07-24,355,620.42,47.47,-,1177,0,0,1177,0,953,12,16.18,0.8,0
9,2020-07-24,361,558.05,85.0,-,774,312,0,1086,0,1180,5,16.54,0.55,0
10,2020-07-24,376,511.82,4.93,-,1094,0,0,1094,0,1077,14,17.01,0.94,0
11,2020-07-24,409,494.18,49.05,-,1393,0,0,1393,0,1167,31,20.3,3.84,0
12,2020-07-24,471,466.22,41.36,-,1376,0,0,1376,0,1312,60,34.13,2.88,0
14,2020-07-24,19,850.41,74.01,100,36,0,0,36,0,12,19,1.86,0.5,0
15,2020-07-24,31,664.56,89.98,-,43,0,0,43,0,47,12,4.71,0.02,0
16,2020-07-24,32,572.24,86.55,-,45,0,0,45,0,40,0,0.0,0.0,0
17,2020-07-24,699,437.82,42.04,95,1198,0,0,1198,0,1510,190,112.8,5.8,0
18,2020-07-24,822,377.65,37.11,100,1301,0,0,1301,0,1336,114,126.48,11.31,0
22,2020-07-24,44,796.89,72.2,-,141,0,0,141,0,29,44,5.59,4.61,0
251,2020-07-24,72,747.3,53.36,-,276,0,0,276,0,168,28,7.65,3.4,0
24,2020-07-24,186,639.73,40.39,100,585,0,0,585,0,351,114,23.52,5.64,0
